time_of_day,district,total_request,dispatched_request,total_GMV,avg_trip_factor,driver_cancel_before_accept,driver_cancel_after_accept,driver_ask_rider_cancel,cancel_rate
Night,Tan Phu,218,194,6383218,1.315909091,1,14,0,0.06880733945
Night,Quận 3,114,108,3203044,1.269230769,0,4,0,0.0350877193
Night,Gò Vấp,301,273,8930422,1.27704918,1,13,3,0.05647840532
Night,Quận 9,210,116,3010803,1.233333333,1,9,0,0.04761904762
Night,Nhà Bè,84,64,2548594,1.325,0,0,0,0
Night,Bình Chánh,106,57,1800124,1.216666667,0,4,0,0.03773584906
Night,Binh Tan,237,156,6360695,1.222727273,1,8,0,0.03797468354
Night,Tân Bình,286,268,8522367,1.259493671,0,13,0,0.04545454545
Night,Quận 11,47,46,1429828,1.37,0,1,0,0.02127659574
Night,Thủ Đức,274,159,4746960,1.242105263,0,14,0,0.05109489051
Night,Quận 7,327,289,9982645,1.253846154,0,19,0,0.05810397554
Night,Phú Nhuận,129,118,2989925,1.25,0,5,0,0.03875968992
Night,Quận 2,217,144,4976393,1.316666667,0,10,1,0.05069124424
Night,Quận 1,376,345,10610913,1.351898734,0,12,0,0.03191489362
Night,Hóc Môn,74,41,1459585,1.2,0,1,0,0.01351351351
Night,Quận 8,190,146,5167964,1.275,0,13,1,0.07368421053
Night,Quận 8,214,188,3762190,1.133333333,0,15,2,0.07943925234
Night,Quận 1,1490,1416,38028889,1.196341463,2,174,4,0.1208053691
Night,Quận 12,101,59,1405409,1.35,0,14,0,0.1386138614
Night,Quận 7,441,412,10582082,1.222222222,2,41,0,0.09750566893
Night,Tan Phu,254,234,5814664,1.133333333,0,29,0,0.1141732283
Night,Quận 10,434,409,10700807,1.221428571,0,40,0,0.09216589862
Night,Quận 6,83,79,1814725,1.1,0,14,0,0.1686746988
Night,Quận 4,212,196,4676752,1.1375,1,25,0,0.1226415094
Night,Phú Nhuận,255,239,5920413,1.176190476,0,30,1,0.1215686275
Night,Binh Tan,174,142,3858743,1.2,0,22,0,0.1264367816
Night,Bình Thạnh,740,681,17799190,1.2,2,60,1,0.08513513514
Night,Quận 3,514,495,12018160,1.189215686,3,69,2,0.1439688716
Night,Quận 2,337,273,7575894,1.188,0,38,0,0.1127596439
Night,Quận 5,256,240,6397197,1.15,2,22,0,0.09375
Night,Hóc Môn,41,17,432651,,0,3,0,0.07317073171
Night,Quận 9,140,84,2754598,1.2,1,14,0,0.1071428571
Night,Tân Bình,564,516,15151881,1.367045455,3,76,0,0.140070922
Night,Bình Chánh,110,69,1517136,1.1,0,10,0,0.09090909091
Night,Nhà Bè,73,46,1525549,1.371428571,0,4,0,0.05479452055
Night,Quận 11,101,96,2627834,1.24,2,10,0,0.1188118812
Night,Gò Vấp,464,429,10982410,1.184615385,4,37,0,0.08836206897
Night,Thủ Đức,239,165,4390040,1.25,1,27,0,0.1171548117
Afternoon Peak,Hoài Đức,223,140,3703389,,1,15,0,0.07174887892
Afternoon Peak,Gia Lâm,173,113,3734812,1.1,0,18,0,0.1040462428
Afternoon Peak,Tây Hồ,658,584,13944800,1.243396226,4,50,1,0.08358662614
Afternoon Peak,Cầu Giấy,3429,3240,67473304,1.220246914,4,257,5,0.07757363663
Afternoon Peak,Quốc Oai,3,0,,,0,0,0,0
Afternoon Peak,Đan Phượng,30,10,155870,,0,1,0,0.03333333333
Afternoon Peak,Hoàn Kiếm,1056,1012,23334334,1.307751938,0,103,0,0.09753787879
Afternoon Peak,Thanh Xuân,2058,1929,40462043,1.19260274,12,173,2,0.0908649174
Afternoon Peak,Đống Đa,3061,2878,59566043,1.240903824,17,251,6,0.08951323097
Afternoon Peak,Đông Anh,61,25,688322,,0,1,0,0.01639344262
Afternoon Peak,Từ Liêm,3613,3348,74886924,1.153164557,9,327,1,0.0932742873
Afternoon Peak,Hà Đông,991,859,20562599,1.20952381,4,128,1,0.1342078708
Afternoon Peak,Ứng Hoà,2,0,,,0,0,0,0
Afternoon Peak,Thanh Trì,493,446,11052799,1.133333333,4,57,0,0.1237322515
Afternoon Peak,Hoàng Mai,1936,1808,40848437,1.184684685,3,168,3,0.08987603306
Afternoon Peak,Sóc Sơn,43,10,376976,,0,0,0,0
Afternoon Peak,Ba Đình,1330,1279,27675175,1.295402299,7,111,0,0.08872180451
Afternoon Peak,Thạch Thất,11,1,,,0,0,0,0
Afternoon Peak,Thường Tín,18,6,96105,,0,1,0,0.05555555556
Afternoon Peak,Mê Linh,10,2,,,0,2,0,0.2
Afternoon Peak,Long Biên,413,364,10373902,1.1,2,27,0,0.07021791768
Afternoon Peak,Phú Xuyên,1,0,,,0,0,0,0
Afternoon Peak,Thanh Oai,46,21,656274,,0,1,0,0.02173913043
Afternoon Peak,Hai Bà Trưng,1715,1628,34331714,1.217484663,6,122,2,0.07580174927
Afternoon Peak,Chương Mỹ,12,3,165783,,0,0,0,0
Afternoon Peak,Lương Sơn,1,0,,,0,0,0,0
Afternoon Peak,Sóc Sơn,31,5,106760,,0,2,0,0.06451612903
Afternoon Peak,Thanh Oai,60,16,214945,,0,2,0,0.03333333333
Afternoon Peak,Đông Anh,90,31,1058478,,0,4,0,0.04444444444
Afternoon Peak,Thanh Trì,556,488,10670712,1.13125,4,50,0,0.09712230216
Afternoon Peak,Hoàn Kiếm,1047,1008,20597475,1.165420561,4,92,1,0.09264565425
Afternoon Peak,Phúc Thọ,1,1,115192,,0,0,0,0
Afternoon Peak,Từ Liêm,3823,3547,80737575,1.165765766,16,275,1,0.07637980643
Afternoon Peak,Thạch Thất,19,2,,,0,0,0,0
Afternoon Peak,Mê Linh,21,4,,,0,3,0,0.1428571429
Afternoon Peak,Chương Mỹ,12,1,98620,,0,0,0,0
Afternoon Peak,Tây Hồ,723,631,15343324,1.2,8,63,0,0.09820193638
Afternoon Peak,Quốc Oai,1,1,82819,,0,0,0,0
Afternoon Peak,Phú Xuyên,1,0,,,0,0,0,0
Afternoon Peak,Thường Tín,18,5,73547,,0,0,0,0
Afternoon Peak,Ba Đình,1353,1296,28551429,1.183009709,4,129,2,0.09977827051
Afternoon Peak,Ba Vi,1,0,,,0,0,0,0
Afternoon Peak,Hai Bà Trưng,1746,1651,35852935,1.168852459,3,91,4,0.05612829324
Afternoon Peak,Gia Lâm,213,145,3323908,1.2,0,16,0,0.07511737089
Afternoon Peak,Cầu Giấy,3479,3308,68356462,1.179812207,1,249,1,0.07214716873
Afternoon Peak,Long Biên,418,336,8887781,,0,41,0,0.0980861244
Afternoon Peak,Đan Phượng,42,19,349979,,0,2,0,0.04761904762
Afternoon Peak,Hoài Đức,260,148,4026173,,0,10,0,0.03846153846
Afternoon Peak,Thanh Xuân,2033,1926,41150247,1.172972973,5,168,0,0.08509591736
Afternoon Peak,Hoàng Mai,1895,1744,40791797,1.175,6,163,1,0.08970976253
Afternoon Peak,Hà Đông,1029,918,22282202,1.132467532,5,136,0,0.1370262391
Afternoon Peak,Đống Đa,2924,2765,55033046,1.174703557,4,207,2,0.07284541724
Day Off Peak,Ba Đình,1169,1109,24933217,1.284615385,0,79,0,0.06757912746
Day Off Peak,Thạch Thất,4,0,,,0,0,0,0
Day Off Peak,Thanh Trì,656,546,12614503,1.1925,3,83,0,0.131097561
Day Off Peak,Hai Bà Trưng,1602,1537,34822553,1.205263158,4,93,0,0.06054931336
Day Off Peak,Cầu Giấy,3336,3124,65273637,1.2125,6,240,1,0.07404076739
Day Off Peak,Hà Đông,1152,1044,24477475,1.173972603,2,161,0,0.1414930556
Day Off Peak,Hoàng Mai,2231,1999,48690632,1.20344086,5,226,1,0.1039892425
Day Off Peak,Gia Lâm,131,99,2792508,1.1,0,13,0,0.09923664122
Day Off Peak,Chương Mỹ,7,3,,,0,0,0,0
Day Off Peak,Đan Phượng,50,25,833438,,0,1,0,0.02
Day Off Peak,Sóc Sơn,28,14,697057,,0,2,0,0.07142857143
Day Off Peak,Đống Đa,2916,2750,57175927,1.2,2,192,1,0.06687242798
Day Off Peak,Đông Anh,60,19,496754,,0,3,0,0.05
Day Off Peak,Sơn Tây,1,0,,,0,0,0,0
Day Off Peak,Thường Tín,24,5,244014,,0,0,0,0
Day Off Peak,Long Biên,523,392,11215621,1.203846154,0,34,0,0.06500956023
Day Off Peak,Tây Hồ,624,552,14182977,1.20625,2,41,1,0.07051282051
Day Off Peak,Mê Linh,9,4,,,0,1,0,0.1111111111
Day Off Peak,Thanh Oai,40,24,574174,,0,3,0,0.075
Day Off Peak,Thanh Xuân,2258,2122,45159601,1.180566802,11,212,1,0.09920283437
Day Off Peak,Quốc Oai,9,0,,,0,0,0,0
Day Off Peak,Hoàn Kiếm,743,708,15370000,,6,41,0,0.06325706595
Day Off Peak,Hoài Đức,243,169,4775770,,0,16,0,0.0658436214
Day Off Peak,Từ Liêm,4149,3742,87218590,1.167961165,9,308,2,0.07688599663
Day Off Peak,Cầu Giấy,2838,2704,58102675,1.1,2,210,6,0.07681465821
Day Off Peak,Ba Vi,1,1,83756,,0,0,0,0
Day Off Peak,Đan Phượng,19,8,222239,,0,0,0,0
Day Off Peak,Hoàn Kiếm,833,794,17516464,,0,59,0,0.07082833133
Day Off Peak,Ba Đình,1158,1120,24208463,1.15,0,65,0,0.05613126079
Day Off Peak,Đông Anh,51,16,373608,,0,4,0,0.07843137255
Day Off Peak,Hoàng Mai,1722,1595,37776407,1.24,3,149,0,0.08826945412
Day Off Peak,Hà Đông,866,804,19375703,1.258823529,2,122,0,0.143187067
Day Off Peak,Thạch Thất,4,0,,,0,0,0,0
Day Off Peak,Phúc Thọ,3,0,,,0,0,0,0
Day Off Peak,Quốc Oai,1,1,,,0,0,0,0
Day Off Peak,Sơn Tây,2,0,,,0,0,0,0
Day Off Peak,Tây Hồ,488,452,11412385,1.177777778,2,33,0,0.07172131148
Day Off Peak,Đống Đa,2409,2293,47253584,,0,173,2,0.07264425073
Day Off Peak,Sóc Sơn,39,7,472171,,0,1,0,0.02564102564
Day Off Peak,Từ Liêm,2953,2723,66744082,1.163636364,5,211,1,0.07348459194
Day Off Peak,Thanh Oai,39,12,354914,,0,2,0,0.05128205128
Day Off Peak,Long Biên,350,297,8228730,1.1,1,32,0,0.09428571429
Day Off Peak,Thanh Trì,438,380,9173672,1.233333333,1,57,0,0.1324200913
Day Off Peak,Thanh Xuân,1608,1528,31839191,1.158333333,2,142,0,0.08955223881
Day Off Peak,Mê Linh,2,0,,,0,0,0,0
Day Off Peak,Hai Bà Trưng,1552,1479,33544786,1.27,1,88,0,0.05734536082
Day Off Peak,Phú Xuyên,3,0,,,0,0,0,0
Day Off Peak,Gia Lâm,153,94,2152469,,0,19,0,0.1241830065
Day Off Peak,Chương Mỹ,18,4,222466,,0,0,0,0
Day Off Peak,Thường Tín,58,5,141794,,0,0,0,0
Day Off Peak,Hoài Đức,226,148,3772493,,0,12,0,0.05309734513
Day Off Peak,Sóc Sơn,16,10,110551,,0,1,0,0.0625
Day Off Peak,Chương Mỹ,21,5,130400,,0,0,0,0
Day Off Peak,Thanh Oai,28,13,375225,,0,1,0,0.03571428571
Day Off Peak,Hoàng Mai,1810,1710,39381296,1.182828283,2,176,0,0.09834254144
Day Off Peak,Cầu Giấy,3806,3607,74176214,1.203205128,10,305,11,0.08565423016
Day Off Peak,Đống Đa,3369,3212,62998113,1.232214765,24,405,2,0.1279311368
Day Off Peak,Đông Anh,71,31,333985,,0,4,0,0.05633802817
Day Off Peak,Ba Đình,1913,1826,36886232,1.265159574,6,219,5,0.1202300052
Day Off Peak,Hoài Đức,295,183,4725460,1.15,3,20,0,0.07796610169
Day Off Peak,Ứng Hoà,1,0,,,0,0,0,0
Day Off Peak,Thạch Thất,9,1,,,0,2,0,0.2222222222
Day Off Peak,Phúc Thọ,1,0,,,0,0,0,0
Day Off Peak,Từ Liêm,3579,3272,73917096,1.171428571,13,281,3,0.08298407376
Day Off Peak,Thanh Xuân,2131,2013,41912521,1.225762712,17,212,1,0.107930549
Day Off Peak,Quốc Oai,2,0,,,0,0,0,0
Day Off Peak,Mê Linh,10,3,183584,,0,0,0,0
Day Off Peak,Đan Phượng,19,11,228213,,0,1,0,0.05263157895
Day Off Peak,Thường Tín,22,2,,,0,0,0,0
Day Off Peak,Long Biên,469,380,10431712,,1,56,0,0.1215351812
Day Off Peak,Gia Lâm,136,105,3948827,,0,9,0,0.06617647059
Day Off Peak,Hoàn Kiếm,1634,1548,35386265,1.291843393,14,153,2,0.1034271726
Day Off Peak,Mỹ Đức,1,0,,,0,0,0,0
Day Off Peak,Hà Đông,1079,952,21581662,1.192553191,8,134,0,0.1316033364
Day Off Peak,Tây Hồ,687,625,14937825,1.234920635,2,50,1,0.07714701601
Day Off Peak,Thanh Trì,513,440,9825252,1.183333333,0,79,0,0.1539961014
Day Off Peak,Sơn Tây,2,0,,,0,0,0,0
Day Off Peak,Phú Xuyên,4,0,,,0,0,0,0
Day Off Peak,Hai Bà Trưng,2120,2002,42685400,1.232743363,6,209,0,0.1014150943
Day Off Peak,Thanh Trì,569,474,11026841,1.144444444,3,41,0,0.07732864675
Day Off Peak,Hà Đông,920,816,21624688,1.144680851,3,90,1,0.102173913
Day Off Peak,Đống Đa,2911,2744,58306414,1.180916031,6,238,0,0.08381999313
Day Off Peak,Đông Anh,92,33,669863,,0,7,0,0.07608695652
Day Off Peak,Hoài Đức,256,162,3578683,,1,17,0,0.0703125
Day Off Peak,Thanh Xuân,1869,1772,38509130,1.204545455,3,167,0,0.09095773141
Day Off Peak,Từ Liêm,3589,3201,75683892,1.182051282,17,284,3,0.08470325996
Day Off Peak,Hai Bà Trưng,1660,1566,34140812,1.144827586,3,94,0,0.05843373494
Day Off Peak,Đan Phượng,16,8,378283,,0,0,0,0
Day Off Peak,Ứng Hoà,3,0,,,0,0,0,0
Day Off Peak,Hoàng Mai,1872,1742,40092938,1.165306122,2,140,0,0.07585470085
Day Off Peak,Sơn Tây,3,0,,,0,0,0,0
Day Off Peak,Ba Đình,1293,1255,27651258,1.178301887,5,89,1,0.07347254447
Day Off Peak,Hoàn Kiếm,983,934,20758019,1.17755102,0,80,0,0.08138351984
Day Off Peak,Cầu Giấy,3161,3014,65929566,1.180357143,3,208,3,0.06770009491
Day Off Peak,Long Biên,421,349,9408131,,2,35,0,0.08788598575
Day Off Peak,Sóc Sơn,17,10,162972,,1,0,0,0.05882352941
Day Off Peak,Thạch Thất,13,1,105823,,0,0,0,0
Day Off Peak,Phúc Thọ,2,1,,,0,0,0,0
Day Off Peak,Thanh Oai,37,15,289032,,0,2,0,0.05405405405
Day Off Peak,Thường Tín,13,2,,,0,1,0,0.07692307692
Day Off Peak,Tây Hồ,596,556,13521996,1.153333333,0,44,1,0.0755033557
Day Off Peak,Chương Mỹ,9,2,111614,,0,0,0,0
Day Off Peak,Quốc Oai,8,1,,,0,0,0,0
Day Off Peak,Gia Lâm,213,138,2996822,1.12,1,22,0,0.1079812207
Day Off Peak,Phú Xuyên,2,0,,,0,0,0,0
Day Off Peak,Mê Linh,15,1,94506,,0,0,0,0
Day Off Peak,Chương Mỹ,59,8,203014,,0,0,0,0
Day Off Peak,Mỹ Đức,2,0,,,0,0,0,0
Day Off Peak,Cầu Giấy,3589,3392,70448073,1.169607843,7,238,5,0.06965728615
Day Off Peak,Tây Hồ,620,595,15179835,1.142105263,1,45,2,0.07741935484
Day Off Peak,Hai Bà Trưng,1872,1761,39158272,1.133333333,1,139,0,0.07478632479
Day Off Peak,Thường Tín,10,2,209816,,0,0,0,0
Day Off Peak,Từ Liêm,3774,3454,81226826,1.150649351,11,279,3,0.07763645999
Day Off Peak,Thanh Trì,520,458,11222757,1.2,2,63,1,0.1269230769
Day Off Peak,Thanh Oai,38,22,653577,,0,0,0,0
Day Off Peak,Sóc Sơn,39,11,753063,,0,1,0,0.02564102564
Day Off Peak,Đống Đa,3235,3042,65187542,1.164900662,10,277,2,0.08933539413
Day Off Peak,Hoàn Kiếm,1044,1002,23526608,1.2,1,69,0,0.06704980843
Day Off Peak,Sơn Tây,1,0,,,0,0,0,0
Day Off Peak,Thanh Xuân,2246,2121,44772411,1.176966292,5,178,1,0.08192341941
Day Off Peak,Phúc Thọ,4,0,,,0,0,0,0
Day Off Peak,Đông Anh,69,27,630451,,0,2,0,0.02898550725
Day Off Peak,Đan Phượng,31,15,501979,,0,0,0,0
Day Off Peak,Thạch Thất,5,0,,,0,0,0,0
Day Off Peak,Phú Xuyên,1,0,,,0,0,0,0
Day Off Peak,Gia Lâm,170,108,3803273,,0,11,0,0.06470588235
Day Off Peak,Hà Đông,1022,927,22707485,1.2,2,114,1,0.114481409
Day Off Peak,Ba Đình,1384,1337,30143643,1.168944099,2,111,1,0.0823699422
Day Off Peak,Quốc Oai,3,0,,,0,0,0,0
Day Off Peak,Hoàng Mai,1978,1835,43921555,1.151428571,3,214,1,0.1102123357
Day Off Peak,Mê Linh,13,2,93495,,0,0,0,0
Day Off Peak,Hoài Đức,333,222,5225741,,0,15,3,0.05405405405
Day Off Peak,Long Biên,526,430,11585536,1.2,2,36,0,0.07224334601
Evening Off Peak,Sóc Sơn,43,14,186394,,0,3,0,0.06976744186
Evening Off Peak,Từ Liêm,4301,3892,82711779,1.207438017,14,396,2,0.09579167635
Evening Off Peak,Hà Đông,1221,1076,23623306,1.2,8,130,0,0.113022113
Evening Off Peak,Thanh Oai,21,12,247610,,0,1,0,0.04761904762
Evening Off Peak,Thanh Trì,598,499,11359114,1.2,5,57,0,0.1036789298
Evening Off Peak,Mỹ Đức,1,1,13635,,0,0,0,0
Evening Off Peak,Hoài Đức,224,155,3972766,,0,12,2,0.0625
Evening Off Peak,Chương Mỹ,40,8,132347,,0,1,0,0.025
Evening Off Peak,Đông Anh,84,27,569865,,0,5,0,0.05952380952
Evening Off Peak,Quốc Oai,1,0,,,0,0,0,0
Evening Off Peak,Thạch Thất,4,0,,,0,0,0,0
Evening Off Peak,Long Biên,638,447,10850915,1.2,3,61,2,0.1034482759
Evening Off Peak,Gia Lâm,235,114,2964052,1.171428571,2,21,0,0.09787234043
Evening Off Peak,Thanh Xuân,2429,2287,46924506,1.240851064,11,293,4,0.1268011527
Evening Off Peak,Hai Bà Trưng,2169,2081,42681204,1.266057441,19,249,5,0.1258644537
Evening Off Peak,Cầu Giấy,3821,3617,72304005,1.24704,17,462,12,0.1285003926
Evening Off Peak,Đan Phượng,32,13,180525,,0,4,0,0.125
Evening Off Peak,Thường Tín,13,1,71133,,0,0,0,0
Evening Off Peak,Ba Vi,3,0,,,0,0,0,0
Evening Off Peak,Ứng Hoà,1,0,,,0,0,0,0
Evening Off Peak,Đống Đa,3315,3135,63880815,1.270302013,15,314,7,0.1013574661
Evening Off Peak,Mê Linh,12,1,37009,,0,0,0,0
Evening Off Peak,Ba Đình,1555,1480,32201260,1.265986395,8,146,4,0.101607717
Evening Off Peak,Hoàng Mai,1886,1763,38027379,1.220408163,4,198,2,0.1081654295
Evening Off Peak,Hoàn Kiếm,1086,1048,23192870,1.286231884,7,141,1,0.1372007366
Evening Off Peak,Tây Hồ,762,674,15246343,1.227777778,1,69,0,0.09186351706
Evening Off Peak,Hai Bà Trưng,1504,1429,28526103,1.178378378,9,140,1,0.09973404255
Evening Off Peak,Thạch Thất,5,1,,,0,0,0,0
Evening Off Peak,Sơn Tây,4,0,,,0,0,0,0
Evening Off Peak,Gia Lâm,168,66,1727441,,1,7,0,0.04761904762
Evening Off Peak,Thường Tín,3,1,,,0,0,0,0
Evening Off Peak,Phúc Thọ,6,0,,,0,0,0,0
Evening Off Peak,Tây Hồ,623,556,13319770,1.156410256,0,57,0,0.09149277689
Evening Off Peak,Từ Liêm,3343,3021,60510933,1.169354839,20,292,4,0.09452587496
Evening Off Peak,Chương Mỹ,26,4,26232,,0,2,0,0.07692307692
Evening Off Peak,Hà Đông,893,810,17449305,,1,74,0,0.08398656215
Evening Off Peak,Mê Linh,3,1,,,0,0,0,0
Evening Off Peak,Hoài Đức,187,112,2613862,,0,9,0,0.04812834225
Evening Off Peak,Ba Vi,2,0,,,0,0,0,0
Evening Off Peak,Sóc Sơn,58,20,393696,,0,4,0,0.06896551724
Evening Off Peak,Thanh Oai,36,12,419209,,0,0,0,0
Evening Off Peak,Cầu Giấy,2743,2625,50435847,1.216666667,5,269,0,0.0998906307
Evening Off Peak,Quốc Oai,8,0,,,0,0,0,0
Evening Off Peak,Đống Đa,2313,2194,42256787,1.196226415,12,223,3,0.102896671
Evening Off Peak,Ứng Hoà,4,0,,,0,0,0,0
Evening Off Peak,Hoàn Kiếm,784,745,15997442,1.174285714,2,97,2,0.1288265306
Evening Off Peak,Long Biên,439,267,6314686,1.15,0,33,0,0.07517084282
Evening Off Peak,Ba Đình,1112,1065,21381403,1.182608696,2,118,1,0.1088129496
Evening Off Peak,Đan Phượng,27,11,239823,,0,2,0,0.07407407407
Evening Off Peak,Đông Anh,96,37,511548,,0,5,0,0.05208333333
Evening Off Peak,Thanh Xuân,1635,1553,31077395,1.233333333,4,150,1,0.09480122324
Evening Off Peak,Mỹ Đức,1,0,,,0,0,0,0
Evening Off Peak,Thanh Trì,494,428,8535140,,1,56,1,0.1174089069
Evening Off Peak,Hoàng Mai,1415,1299,27020567,1.2,4,102,2,0.07632508834
Evening Off Peak,Long Biên,415,274,5810989,1.175,0,39,0,0.09397590361
Evening Off Peak,Mỹ Đức,2,0,,,0,0,0,0
Evening Off Peak,Mê Linh,3,1,,,0,0,0,0
Evening Off Peak,Hoài Đức,301,151,2851537,,0,14,0,0.04651162791
Evening Off Peak,Phúc Thọ,4,0,,,0,0,0,0
Evening Off Peak,Đan Phượng,20,5,125763,,0,0,0,0
Evening Off Peak,Thường Tín,30,4,105823,,0,1,0,0.03333333333
Evening Off Peak,Hai Bà Trưng,1537,1453,27920122,1.282474227,8,181,4,0.1255692908
Evening Off Peak,Ứng Hoà,3,0,,,0,0,0,0
Evening Off Peak,Thanh Oai,34,11,299855,,0,1,0,0.02941176471
Evening Off Peak,Quốc Oai,8,4,,,0,0,0,0
Evening Off Peak,Từ Liêm,2941,2622,49808534,1.213333333,13,305,1,0.108466508
Evening Off Peak,Hà Đông,1037,911,17464653,1.1,7,119,0,0.1215043394
Evening Off Peak,Thanh Trì,657,432,8416686,1.1,3,63,1,0.101978691
Evening Off Peak,Đông Anh,65,25,319504,,1,4,0,0.07692307692
Evening Off Peak,Đống Đa,2610,2447,47835389,1.262976407,24,298,4,0.1249042146
Evening Off Peak,Sơn Tây,2,0,,,0,0,0,0
Evening Off Peak,Tây Hồ,643,505,10495136,1.17826087,0,57,3,0.0933125972
Evening Off Peak,Hoàn Kiếm,1012,919,20293026,1.295045045,7,97,5,0.1077075099
Evening Off Peak,Gia Lâm,138,53,995369,,0,7,0,0.05072463768
Evening Off Peak,Thanh Xuân,1875,1768,34618702,1.242622951,2,222,2,0.1205333333
Evening Off Peak,Sóc Sơn,52,19,608410,,0,2,0,0.03846153846
Evening Off Peak,Chương Mỹ,38,4,55794,,0,0,0,0
Evening Off Peak,Cầu Giấy,2913,2784,52330515,1.21840796,12,323,2,0.1156882939
Evening Off Peak,Thạch Thất,8,1,,,0,0,0,0
Evening Off Peak,Ba Đình,1330,1223,23370223,1.206854839,9,149,5,0.122556391
Evening Off Peak,Hoàng Mai,1557,1423,26293835,1.16,2,217,0,0.140655106
Evening Off Peak,Long Biên,263,192,5088739,1.1,0,19,3,0.08365019011
Evening Off Peak,Hà Đông,689,618,15424064,1.12,3,98,0,0.1465892598
Evening Off Peak,Ba Vi,1,0,,,0,0,0,0
Evening Off Peak,Chương Mỹ,5,1,88166,,0,0,0,0
Evening Off Peak,Hoài Đức,207,112,2249994,,0,17,0,0.08212560386
Evening Off Peak,Thanh Trì,295,255,6235703,1.2,3,30,0,0.1118644068
Evening Off Peak,Cầu Giấy,1926,1802,45220912,1.215270936,16,172,0,0.09761163032
Evening Off Peak,Tây Hồ,461,415,10367933,1.195918367,0,54,1,0.1193058568
Evening Off Peak,Phúc Thọ,2,0,,,0,0,0,0
Evening Off Peak,Mê Linh,2,1,,,0,1,0,0.5
Evening Off Peak,Thạch Thất,8,0,,,0,0,0,0
Evening Off Peak,Ba Đình,874,838,21380460,1.251813472,2,116,0,0.1350114416
Evening Off Peak,Hoàng Mai,1034,973,22702989,1.165625,6,144,0,0.1450676983
Evening Off Peak,Hoàn Kiếm,785,737,19305013,1.273160173,7,111,4,0.1554140127
Evening Off Peak,Ứng Hoà,1,0,,,0,0,0,0
Evening Off Peak,Hai Bà Trưng,955,900,22769999,1.255319149,4,133,1,0.1445026178
Evening Off Peak,Phú Xuyên,1,0,,,0,0,0,0
Evening Off Peak,Sóc Sơn,68,32,535957,,0,5,0,0.07352941176
Evening Off Peak,Đan Phượng,9,0,,,0,0,0,0
Evening Off Peak,Thanh Xuân,1250,1155,29334659,1.238461538,1,113,3,0.0936
Evening Off Peak,Đông Anh,54,15,415840,,0,3,0,0.05555555556
Evening Off Peak,Thường Tín,11,1,22559,,0,0,0,0
Evening Off Peak,Quốc Oai,4,0,,,0,0,0,0
Evening Off Peak,Từ Liêm,1970,1814,43605780,1.164285714,11,238,0,0.1263959391
Evening Off Peak,Thanh Oai,7,2,38412,,0,0,0,0
Evening Off Peak,Gia Lâm,94,53,1550245,1.233333333,0,6,0,0.06382978723
Evening Off Peak,Đống Đa,1697,1603,41592134,1.24584323,7,169,1,0.1043017089
Evening Peak,Thanh Oai,33,16,530401,,0,2,0,0.06060606061
Evening Peak,Phú Xuyên,1,0,,,0,0,0,0
Evening Peak,Đống Đa,4398,4084,84977754,1.29301701,47,553,1,0.1366530241
Evening Peak,Mỹ Đức,1,0,,,0,0,0,0
